id,job,job_cn
835,advanced practice nurse psychotherapist,高级实践护士心理治疗师
846,advance scout,前卫侦察员
843,advanced research programs director,高级研究项目主任
844,advanced seal delivery system,高级密封输送系统
845,advanced solutions architect,高级解决方案架构师
849,adventure education teacher,冒险教育教师
854,advertiser,广告商
851,adventure therapist,冒险治疗师
850,adventure guide,冒险向导
848,adventure challenge instructor,冒险挑战教练
852,advertisement compositor,广告排版员
847,advance seal delivery system maintainer,高级密封系统维护员
855,advertising account executive,广告客户经理
853,advertisement distributor,广告发行商
858,advertising agency manager,广告公司经理
857,advertising account representative,广告客户代表
856,advertising account manager,广告客户经理
867,advertising consultant,广告顾问
859,advertising agent,广告代理人
861,advertising assistant,广告助理
860,advertising analyst,广告分析师
865,advertising clerk,广告职员
863,advertising associate,广告助理
862,advertising assistant manager,广告助理经理
870,advertising copywriter,广告文案作家
869,advertising copy writer,广告文案作家
868,advertising coordinator,广告协调员
864,advertising campaign manager,广告活动经理
866,advertising columnist,广告专栏作家
871,advertising designer,广告设计师
880,advertising internship,广告实习
872,advertising director,广告总监
873,advertising dispatch clerk,广告调度员
879,advertising intern,广告实习生
877,advertising executive,广告主管
882,advertising layout worker,广告排版工
881,advertising job titles,广告职位
876,advertising editor,广告编辑
878,advertising inserter,广告插页员
875,advertising display rotator,广告展示旋转器
874,advertising dispatch clerks supervisor,广告调度员主管
883,advertising manager,广告经理
889,advertising project manager,广告项目经理
890,advertising rep,广告代表
891,advertising representative,广告代表
887,advertising photographer,广告摄影师
884,advertising material distributor,广告材料经销商
886,advertising operations manager,广告运营经理
888,advertising production manager,广告制作经理
894,advertising sales associate,广告销售代表
893,advertising sales assistant,广告销售助理
892,advertising sales agent,广告销售代表
885,advertising operations coordinator,广告运营协调员
904,advertising supervisor,广告总监
905,advertising teacher,广告教师
899,advertising solicitor,广告律师
902,advertising statistical clerk,广告统计员
898,advertising sales representative,广告销售代表
897,advertising sales manager,广告销售经理
895,advertising sales consultant,广告销售顾问
903,advertising strategist,广告策略师
906,advertising traffic manager,广告交通经理
900,advertising space clerk,广告空间职员
896,advertising sales executive,广告销售主管
901,advertising specialist,广告专家
907,advertising vice president,广告副总裁
911,advice nurse,建议护士
912,adviser sales,顾问销售
908,advertising writer,广告文案写作
909,advice clerk,建议职员
917,advisory intern,顾问实习生
918,advisory internship,顾问实习生
915,advisor to command in combat,作战指挥顾问
910,advice line rn,咨询热线
916,advisory application developer,顾问应用程序开发者
914,advisor consultant,顾问咨询师
921,advocacy director,倡导主任
926,adz worker,广告工作者
913,advisor advocate angel co founder,顾问、倡导者、天使投资人、联合创始人
919,advisory services associate,顾问服务助理
920,advisory software engineer,顾问软件工程师
927,aed trainer,急救训练员
922,ad writer,广告文案撰写者
929,aegis operations specialist,盾牌操作专家
924,adzing and boring machine helper,装卸和搬运机器助手
928,aegis console operator track,盾牌控制台操作员
925,adzing and boring machine operator,钻孔和磨削机床操作工
923,adzing and boring machine feeder,轧机和磨机喂料机
935,aerial gunner,空中炮手
931,aerial advertiser,空中广告商
934,aerial erector,空中安装工
936,aerial gunner superintendent,空中炮手主管
932,aerial applicator pilot,空中喷洒机飞行员
930,aemt,航空电子设备维修工程师
941,aerial photographer,空中摄影师
933,aerial crop duster,空中作物喷雾机操作员
939,aerial lineman,空中线路工
938,aerial installer,空中安装工
940,aerial photogrammetrist,航空摄影测量师
937,aerial hurricane hunter,空中飓风猎人
944,aerial sprayer,空中喷雾机
948,aerobics teacher,有氧操教练
945,aerial survey technician,航空测量技术员
947,aerobics instructor,有氧操教练
946,aerial tram operator,缆车操作员
942,aerial photograph interpreter,航空摄影解释员
943,aerial planting and cultivation manager,空中种植和栽培经理
953,aerodynamics teacher,空气动力学教师
951,aerodynamics engineer,空气动力学工程师
950,aerodynamicist,空气动力学家
952,aerodynamics professor,空气动力学教授
949,aerodynamic consultant,空气动力学顾问
955,aerologist,气象学家
954,aerographer,气象学家
958,aeronautical engineer,航空工程师
959,aeronautical engineering officer,航空工程军官
960,aeronautical engineering professor,航空工程教授
956,aeronautical design engineer,航空设计工程师
957,aeronautical drafter,航空制图员
961,aeronautical engineering teacher,航空工程教师
962,aeronautical engineering technologist,航空工程技术人员
965,aeronautical project engineer,航空项目工程师
963,aeronautical inspector,航空检查员
966,aeronautical research engineer,航空研究工程师
964,aeronautical products sales engineer,航空产品销售工程师
967,aeronautical test engineer,航空测试工程师
968,aeronautics commission director,航空委员会主任
969,aeronautics teacher,航空教师
972,aeroplane pilot,飞行员
971,aerophysics engineer,空气动力学工程师
970,aerophysicist,大气物理学家
979,aerospace manager,航天经理
977,aerospace engineer,航天工程师
984,aerospace project engineer,航天项目工程师
975,aerospace assembler,航空航天装配工
981,aerospace medicine physician,航空医学医生
980,aerospace mechanic,航空航天机械师
974,aerosol supervisor,喷雾剂监督员
976,aerospace control and warning systems,航空航天控制和预警系统
